"Type","Name","Command"
,"pspulumiyaml.azurenative.servicebus",
,"pspulumiyaml.azurenative.servicefabric",
,"pspulumiyaml.azurenative.servicefabricmesh",
,"pspulumiyaml.azurenative.servicelinker",
,"pspulumiyaml.azurenative.signalrservice",
,"pspulumiyaml.azurenative.softwareplan",
,"pspulumiyaml.azurenative.solutions",
,"pspulumiyaml.azurenative.sql",
,"pspulumiyaml.azurenative.sqlvirtualmachine",
,"pspulumiyaml.azurenative.storage",
,"pspulumiyaml.azurenative.storagecache",
,"pspulumiyaml.azurenative.storagepool",
,"pspulumiyaml.azurenative.storagesync",
,"pspulumiyaml.azurenative.storsimple",
,"pspulumiyaml.azurenative.streamanalytics",
,"pspulumiyaml.azurenative.subscription",
,"pspulumiyaml.azurenative.synapse",
,"pspulumiyaml.azurenative.testbase",
,"pspulumiyaml.azurenative.timeseriesinsights",
,"pspulumiyaml.azurenative.videoanalyzer",
,"pspulumiyaml.azurenative.videoindexer",
,"pspulumiyaml.azurenative.virtualmachineimages",
,"pspulumiyaml.azurenative.visualstudio",
,"pspulumiyaml.azurenative.vmwarecloudsimple",
,"pspulumiyaml.azurenative.web",
,"pspulumiyaml.azurenative.webpubsub",
,"pspulumiyaml.azurenative.windowsesu",
,"pspulumiyaml.azurenative.windowsiot",
,"pspulumiyaml.azurenative.workloads",
,"PSReadLine",
,"PSRule",
,"PSRule.Rules.Azure",
,"PSRule.Rules.AzureDevOps",
,"PSSlack",
,"PSSQLite",
,"PSWinDocumentation.AzureHealthService",
,"PwrRazzle",
,"PwshAzContainer",
,"PwshAzCosmosDB",
,"Refactor",
,"Remove-AzVMDisksNICsPIPs",
,"Rename-AzVm",
,"Repair-AzVM",
,"RestConnect",
,"Revo.Az",
,"RPGDice",
,"RVR.AZPipelineTools",
,"SACRED.Rotate.Azure.CosmosDB",
,"SACRED.Rotate.Azure.ServicePrincipal",
,"SACRED.Update.Azure.KeyVault",
,"SACRED.Util.Azure",
,"Sampler.AzureDevOpsTasks",
,"SAPAzurePowerShellModules",
,"SCOrchDev-AzureAutomationIntegration",
,"SCOrchDev-Exception",
,"SCOrchDev-File",
,"SCOrchDev-GitIntegration",
,"SCOrchDev-Utility",
,"Set-AzAdvancedContext",
,"SHiPS",
,"SimpleAzureDevOps",
,"SitecoreInstallAzure",
,"SixPivot.Azure",
,"sjAzureTools",
,"SkunkLabAzure",
,"SmartPlanets.AzureUtilities",
,"spec.azure.tables",
,"SpecAzTables",
,"SpecAzTableStorageTools",
,"Split-AzResourceID",
,"Taskal.Azure.Modules",
,"TMConsole.Provider.Amazon.MGN",
,"Trackyon.Utils",
,"UMN-Azure",
,"UncommonSense.AzureDevops.Logging",
,"UniversalDashboard.Azure",
,"Update-ImmutableIDAzureAD",
,"Use-AzureAD",
,"VcRedist",
,"VSTeam",
,"VstsTaskSdk",
,"WakeUpAzureWebApp",
,"Write-AzLogEntry",
,"xActiveDirectory",
,"XAz",
,"xAzure",
,"xAzurePack",
,"xAzureTempDrive",
,"xDhcpServer",
,"xDnsServer",
,"AppBackgroundTask",
,"AppLocker",
,"AppvClient",
,"Appx",
,"AssignedAccess",
,"BitLocker",
,"BitsTransfer",
,"BranchCache",
,"CimCmdlets",
,"ConfigCI",
,"ConfigDefender",
,"ConfigDefenderPerformance",
,"Defender",
,"DefenderPerformance",
,"DeliveryOptimization",
,"DirectAccessClientComponents",
,"Dism",
,"DnsClient",
,"EventTracingManagement",
,"Get-NetView",
,"HostNetworkingService",
,"International",
,"iSCSI",
,"ISE",
,"Kds",
,"LanguagePackManagement",
,"LAPS",
,"Microsoft.PowerShell.Archive",
,"Microsoft.PowerShell.Diagnostics",
,"Microsoft.PowerShell.Host",
,"Microsoft.PowerShell.LocalAccounts",
,"Microsoft.PowerShell.Management",
,"Microsoft.PowerShell.ODataUtils",
,"Microsoft.PowerShell.Security",
,"Microsoft.PowerShell.Utility",
,"Microsoft.Windows.Bcd.Cmdlets",
,"Microsoft.WSMan.Management",
,"MMAgent",
,"MsDtc",
,"NetAdapter",
,"NetConnection",
,"NetEventPacketCapture",
,"NetLbfo",
,"NetNat",
,"NetQos",
,"NetSecurity",
,"NetSwitchTeam",
,"NetTCPIP",
,"NetworkConnectivityStatus",
,"NetworkSwitchManager",
,"NetworkTransition",
,"PcsvDevice",
,"PersistentMemory",
,"PKI",
,"PnpDevice",
,"PrintManagement",
,"ProcessMitigations",
,"Provisioning",
,"PSDesiredStateConfiguration",
,"PSDiagnostics",
,"PSScheduledJob",
,"PSWorkflow",
,"PSWorkflowUtility",
,"ScheduledTasks",
,"SecureBoot",
,"SmbShare",
,"SmbWitness",
,"StartLayout",
,"Storage",
,"StorageBusCache",
,"TLS",
,"TroubleshootingPack",
,"TrustedPlatformModule",
,"UEV",
,"VMDirectStorage",
,"VpnClient",
,"Wdac",
,"Whea",
,"WindowsDeveloperLicense",
,"WindowsErrorReporting",
,"WindowsSearch",
,"WindowsUpdate",
,"WinHttpProxy",
